Thread ID: 70174741057220
Total: 664.733650

 %self     total     self     wait    child    calls  name
  0.00      0.00     0.00     0.00     0.00        6  <Class::ActiveRecord::Base>#undecorated_table_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:1019}
  0.00      0.00     0.00     0.00     0.00       24  Curl::Easy#on_success (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01       13  ActiveRecord::ConnectionAdapters::SQLiteAdapter#tables (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:308}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Visitors::Emitter#visit_Psych_Nodes_Mapping (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych/visitors/emitter.rb:30}
  0.00    664.73     0.00     0.00   664.73        1  Global#[No method] (main.rb:145}
  0.00      0.00     0.00     0.00     0.00       84  #<Class:0x007fa5a90e8e80>#type (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       10  Module#define_method (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        4  <Class::ActiveRecord::ConnectionAdapters::Column>#fast_string_to_time (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/column.rb:206}
  0.00      0.00     0.00     0.00     0.00       22  <Module::Gem>#unresolved_deps (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/site_ruby/1.9.1/rubygems.rb:246}
  0.00      0.01     0.00     0.00     0.01        5  <Class::IO>#open (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01       12  ActiveRecord::ConnectionAdapters::SchemaStatements#table_exists? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/schema_statements.rb:24}
  0.00      0.00     0.00     0.00     0.00       12  ActiveRecord::ConnectionAdapters::SQLiteAdapter#primary_key (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:349}
  0.00      0.00     0.00     0.00     0.00       34  <Class::ActiveSupport::Inflector::Inflections>#instance (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/inflector/inflections.rb:19}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Visitors::YAMLTree#<< (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych/visitors/yaml_tree.rb:34}
  0.00      0.00     0.00     0.00     0.00       24  Curl::Easy#headers (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       10  Arel::Visitors::ToSql#visit_Arel_Nodes_Assignment (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/to_sql.rb:339}
  0.00      0.00     0.00     0.00     0.00        6  <Class::ActiveRecord::Base>#full_table_name_prefix (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:630}
  0.00      0.00     0.00     0.00     0.00       12  <Module::Psych>#parse (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych.rb:118}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Visitors::ToRuby#initialize (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych/visitors/to_ruby.rb:8}
  0.00      0.00     0.00     0.00     0.00       24  #<Module:0x007fa5a9a0ffb8>#category_id= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/write.rb:14}
  0.00      0.00     0.00     0.00     0.00        7  Module#extend_object (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       22  ActiveSupport::Dependencies#log (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/dependencies.rb:694}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Emitter#end_document (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       11  String#singularize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/string/inflections.rb:31}
  0.00      0.00     0.00     0.00     0.00       23  Class#inherited (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       28  Array#* (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       12  #<Module:0x007fa5a92c9cb8>#_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:89}
  0.00      0.00     0.00     0.00     0.00       18  ActiveRecord::Result#to_hash (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/result.rb:23}
  0.00      0.00     0.00     0.00     0.00       42  <Class::#<Class:0x007fa5a90e8e80>>#allocate (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       28  Feedzirra::Parser::AtomEntry#add_links ((eval):1}
  0.00      0.00     0.00     0.00     0.00        6  SAXMachine::SAXConfig#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sax-machine-0.0.20/lib/sax-machine/sax_config.rb:12}
  0.00      0.00     0.00     0.00     0.00       88  Module#method_undefined (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       22  ActiveSupport::Dependencies::WatchStack#pop_modules (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/dependencies.rb:134}
  0.00      0.17     0.00     0.00     0.17       12  ActiveRecord::AutosaveAssociation#associated_records_to_validate_or_save (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/autosave_association.rb:244}
  0.00      0.00     0.00     0.00     0.00       12  <Module::Psych>#parse_stream (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych.rb:146}
  0.00      0.08     0.00     0.00     0.08        6  <Class::ActiveRecord::Base>#reset_table_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:624}
  0.00      0.00     0.00     0.00     0.00       24  Curl::Easy#on_failure (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       24  Psych::TreeBuilder#end_mapping ((eval):8}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Emitter#end_stream (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01        6  ActiveRecord::ConnectionAdapters::SQLiteAdapter#columns (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:321}
  0.00      0.00     0.00     0.00     0.00        1  <Class::Feedzirra::Parser::Atom>#able_to_parse? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/feedzirra-0.0.31/lib/feedzirra/parser/atom.rb:15}
  0.00      0.00     0.00     0.00     0.00       22  <Module::ActiveSupport::Dependencies>#mechanism (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/module/attribute_accessors.rb:10}
  0.00      0.00     0.00     0.00     0.00        1  <Class::Struct>#new (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Visitors::ToRuby#accept (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych/visitors/to_ruby.rb:15}
  0.00      0.00     0.00     0.00     0.00       24  Array#slice! (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        5  ActiveRecord::Reflection::AssociationReflection#derive_class_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:357}
  0.00      0.00     0.00     0.00     0.00       24  Psych::TreeBuilder#end_stream (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych/tree_builder.rb:70}
  0.00      0.08     0.00     0.00     0.08        6  ActiveRecord::AttributeMethods::ClassMethods#define_attribute_methods (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods.rb:12}
  0.00      0.00     0.00     0.00     0.00       11  String#underscore (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/string/inflections.rb:82}
  0.00      0.00     0.00     0.00     0.00        6  <Class::ActiveRecord::Base>#descends_from_active_record? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:823}
  0.00      0.00     0.00     0.00     0.00       28  Feedzirra::Parser::AtomEntry#links ((eval):1}
  0.00      0.00     0.00     0.00     0.00        5  <Class::Time>#zone_offset (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/time.rb:65}
  0.00      0.09     0.00     0.00     0.09        6  <Class::ActiveRecord::Base>#table_exists? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:702}
  0.00      0.00     0.00     0.00     0.00        5  Time#localtime (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       10  ActiveSupport::Dependencies::ClassCache#[] (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/dependencies.rb:547}
  0.00      0.00     0.00     0.00     0.00       42  #<Class:0x007fa5a90e8e80>#null= (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       14  String#tr! (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       25  Hash#values (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Emitter#start_stream (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01       12  ActiveRecord::Coders::YAMLColumn#dump (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/coders/yaml_column.rb:17}
  0.00      0.00     0.00     0.00     0.00       13  Enumerable#to_set (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/set.rb:622}
  0.00      0.00     0.00     0.00     0.00        2  Arel::Crud#compile_update (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/crud.rb:5}
  0.00      0.00     0.00     0.00     0.00       12  <Module::Psych>#load (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych.rb:105}
  0.00      0.00     0.00     0.00     0.00       42  #<Class:0x007fa5a90e8e80>#precision= (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       24  Curl::Easy#body_str (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Visitors::YAMLTree#register (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych/visitors/yaml_tree.rb:283}
  0.00      0.00     0.00     0.00     0.00       20  Arel::Nodes::UnqualifiedColumn#name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/nodes/unqualified_column.rb:15}
  0.00      0.00     0.00     0.00     0.00        2  Arel::Visitors::ToSql#visit_Arel_Nodes_UpdateStatement (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/to_sql.rb:50}
  0.00      0.00     0.00     0.00     0.00       12  <Module::Psych>#parser (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych.rb:133}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Nodes::Node#to_ruby (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych/nodes/node.rb:24}
  0.00      0.00     0.00     0.00     0.00        5  ActiveRecord::Reflection::AssociationReflection#derive_foreign_key (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:363}
  0.00      0.00     0.00     0.00     0.00       12  String#inspect (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        7  Kernel#extend (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        9  NameError#initialize (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       10  ActiveSupport::Dependencies#constantize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/dependencies.rb:594}
  0.00      0.00     0.00     0.00     0.00        5  String#camelize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/string/inflections.rb:55}
  0.00      0.00     0.00     0.00     0.00       24  Curl::Easy#follow_location= (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       24  Psych::ScalarScanner#initialize (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych/scalar_scanner.rb:11}
  0.00      0.00     0.00     0.00     0.00       24  Nokogiri::XML::SAX::Document#xmldecl (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/sax/document.rb:73}
  0.00      0.00     0.00     0.00     0.00       42  #<Class:0x007fa5a90e8e80>#scale= (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        6  String#demodulize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/string/inflections.rb:97}
  0.00      0.00     0.00     0.00     0.00       36  #<Class:0x007fa5a90e8e80>#limit= (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01        2  ActiveRecord::AttributeMethods::Dirty#update (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/dirty.rb:70}
  0.00      0.00     0.00     0.00     0.00        1  <Class::Feedzirra::Parser::AtomFeedBurner>#able_to_parse? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/feedzirra-0.0.31/lib/feedzirra/parser/atom_feed_burner.rb:14}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Visitors::Emitter#initialize (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych/visitors/emitter.rb:4}
  0.00      0.00     0.00     0.00     0.00       42  #<Class:0x007fa5a90e8e80>#default= (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        9  ActiveSupport::Inflector#demodulize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/inflector/methods.rb:71}
  0.00      0.00     0.00     0.00     0.00        1  <Class::File>#directory? (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        6  <Module::SAXMachine>#included (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sax-machine-0.0.20/lib/sax-machine/sax_document.rb:5}
  0.00      0.00     0.00     0.00     0.00        5  ActiveSupport::Dependencies#qualified_name_for (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/dependencies.rb:466}
  0.00      0.00     0.00     0.00     0.00       10  Arel::Visitors::ToSql#visit_Arel_Nodes_UnqualifiedColumn (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/to_sql.rb:368}
  0.00      0.00     0.00     0.00     0.00        2  SQLite3::Database#changes (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Emitter#start_document (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        4  <Class::ActiveRecord::ConnectionAdapters::Column>#new_time (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/column.rb:192}
  0.00      0.00     0.00     0.00     0.00        6  ActiveRecord::ConnectionAdapters::SQLiteAdapter::StatementPool#[]= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:64}
  0.00      0.00     0.00     0.00     0.00        5  ActiveSupport::Inflector#camelize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/inflector/methods.rb:28}
  0.00      0.00     0.00     0.00     0.00       15  Feedzirra::Parser::AtomEntry#url (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/feedzirra-0.0.31/lib/feedzirra/parser/atom_entry.rb:22}
  0.00      0.00     0.00     0.00     0.00       42  #<Class:0x007fa5a90e8e80>#precision (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01        1  <Class::ActiveRecord::Base>#sqlite3_connection (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite3_adapter.rb:9}
  0.00      0.00     0.00     0.00     0.00        6  ActiveRecord::Locking::Optimistic::ClassMethods#reset_locking_column (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/locking/optimistic.rb:165}
  0.00      0.00     0.00     0.00     0.00        6  ActiveRecord::Locking::Optimistic::ClassMethods#locking_column (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/locking/optimistic.rb:155}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Emitter#end_mapping (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        5  ActiveRecord::Reflection::MacroReflection#class_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:127}
  0.00      0.00     0.00     0.00     0.00       12  <Class::ActiveRecord::Base>#abstract_class? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:886}
  0.00      0.00     0.00     0.00     0.00       42  #<Class:0x007fa5a90e8e80>#default (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        8  ActiveRecord::Base#hash (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:1821}
  0.00      0.01     0.00     0.00     0.01        2  ActiveRecord::Timestamp#update (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/timestamp.rb:54}
  0.00      0.00     0.00     0.00     0.00       12  Module#autoload (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        6  ActiveRecord::Locking::Optimistic::ClassMethods#set_locking_column (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/locking/optimistic.rb:149}
  0.00      0.00     0.00     0.00     0.00        5  ActiveSupport::Dependencies#search_for_file (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/dependencies.rb:405}
  0.00      0.00     0.00     0.00     0.00       42  #<Class:0x007fa5a90e8e80>#null (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01        1  FileUtils#fu_each_src_dest0 (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/fileutils.rb:1428}
  0.00      0.00     0.00     0.00     0.00       19  Module#included (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        2  ActiveModel::MassAssignmentSecurity::ClassMethods#protected_attributes_configs (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/mass_assignment_security.rb:189}
  0.00      0.00     0.00     0.00     0.00       42  #<Class:0x007fa5a90e8e80>#limit (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01        5  ActiveRecord::FinderMethods#all (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation/finder_methods.rb:158}
  0.00    663.96     0.00     0.00   663.96        1  Object#update_feeds (/Users/francis/seer/ssri-seer/core.rb:2}
  0.00      0.00     0.00     0.00     0.00       16  Feedzirra::Parser::Atom#entries ((eval):1}
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::AbstractAdapter#_run_checkout_callbacks (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/callbacks.rb:378}
  0.00      0.00     0.00     0.00     0.00        7  Module#< (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        9  Exception#set_backtrace (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       14  String#downcase! (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        4  Module#remove_possible_method (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/module/remove_method.rb:2}
  0.00      0.00     0.00     0.00     0.00        6  ActiveRecord::ConnectionAdapters::SchemaStatements#table_definition (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/schema_statements.rb:572}
  0.00      0.00     0.00     0.00     0.00        3  ActiveRecord::AttributeMethods::Read::ClassMethods#define_read_method_for_serialized_attribute (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:56}
  0.00      0.00     0.00     0.00     0.00       24  Nokogiri::XML::SAX::Document#start_document (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/sax/document.rb:78}
  0.00      0.01     0.00     0.00     0.01        1  ActiveRecord::ConnectionAdapters::ConnectionPool#new_connection (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/connection_pool.rb:303}
  0.00      0.01     0.00     0.00     0.01        6  ActiveRecord::ConnectionAdapters::TableDefinition#to_sql (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/schema_definitions.rb:273}
  0.00      0.00     0.00     0.00     0.00        6  <Class::IO>#allocate (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       10  <Class::ActiveRecord::Base>#readonly_attributes (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:538}
  0.00      0.00     0.00     0.00     0.00       24  Nokogiri::XML::SAX::Document#end_document (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/sax/document.rb:83}
  0.00      0.00     0.00     0.00     0.00        5  ActiveRecord::Reflection::AssociationReflection#primary_key (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:373}
  0.00      0.00     0.00     0.00     0.00       10  Arel::Nodes::UnqualifiedColumn#relation (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/nodes/unqualified_column.rb:7}
  0.00      0.00     0.00     0.00     0.00       42  #<Class:0x007fa5a90e8e80>#scale (ruby_runtime:0}
  0.00    429.79     0.00     0.00   429.79        2  Object#process_words (/Users/francis/seer/ssri-seer/core.rb:103}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Visitors::YAMLTree#tree (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych/visitors/yaml_tree.rb:30}
  0.00      0.00     0.00     0.00     0.00       14  Exception#backtrace (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        4  <Class::Time>#time_with_datetime_fallback (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/time/calculations.rb:25}
  0.00      0.00     0.00     0.00     0.00       18  NilClass#to_s (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       12  Method#source_location (ruby_runtime:0}
  0.00      0.08     0.00     0.00     0.08        6  <Class::ActiveRecord::Base>#table_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:614}
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::AttributeMethods::ClassMethods#defined_activerecord_methods (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods.rb:42}
  0.00      0.00     0.00     0.00     0.00       10  <Module::ActiveSupport::Dependencies>#autoload_paths (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/module/attribute_accessors.rb:10}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Emitter#initialize (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        3  SAXMachine::SAXConfig::CollectionConfig#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sax-machine-0.0.20/lib/sax-machine/sax_collection_config.rb:7}
  0.00      0.00     0.00     0.00     0.00        4  Class#singleton_class? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/class/attribute.rb:112}
  0.00      0.00     0.00     0.00     0.00        5  ActiveSupport::Dependencies#autoloadable_module? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/dependencies.rb:417}
  0.00      0.00     0.00     0.00     0.00        6  String#pluralize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/string/inflections.rb:19}
  0.00      0.00     0.00     0.00     0.00       12  Enumerable#each_slice (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       12  Module#private (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        6  ActiveRecord::ConnectionAdapters::TableDefinition#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/schema_definitions.rb:67}
  0.00      0.00     0.00     0.00     0.00       11  String#upcase (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01        6  ActiveRecord::ConnectionAdapters::SQLiteAdapter#execute (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:258}
  0.00      0.00     0.00     0.00     0.00        4  ActiveRecord::Base#partial_updates (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/class/attribute.rb:97}
  0.00      0.00     0.00     0.00     0.00        3  ActiveSupport::Inflector#foreign_key (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/inflector/methods.rb:83}
  0.00      0.00     0.00     0.00     0.00        5  ActiveSupport::Dependencies#autoload_module! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/dependencies.rb:433}
  0.00      0.00     0.00     0.00     0.00       12  Psych::Parser#initialize (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/psych/parser.rb:40}
  0.00      0.00     0.00     0.00     0.00       10  Array#unshift (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        6  ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#primary_key= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/primary_key.rb:52}
  0.00      0.01     0.00     0.00     0.01        1  ActiveRecord::ConnectionAdapters::AbstractAdapter#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract_adapter.rb:44}
  0.00      0.00     0.00     0.00     0.00        5  <Class::Time>#zone_utc? (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/time.rb:82}
  0.00      0.00     0.00     0.00     0.00        1  <Class::File>#identical? (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00        2  <Class::ActiveRecord::Base>#_protected_attributes= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/class/attribute.rb:78}
